# Input,ChemicalName,ChemicalId,CasRN,GeneSymbol,GeneId,Organism,OrganismId,PubMedIds
13463-67-7,titanium dioxide,C009495,13463-67-7,SNORA7A,619563,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SNORC,389084,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SNORD104,692227,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SNORD110,692213,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SNORD15A,6079,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SNORD32A,26819,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SNORD55,26811,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SNORD58B,26790,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SNORD61,26787,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SNORD68,606500,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SNORD72,619564,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SNORD73B,114655,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SNORD82,25826,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SNORD87,641648,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SNORD96A,619571,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SNPH,9751,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SNRK,54861,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SNRNP200,23020,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SNRNP25,79622,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SNRNP27,11017,Mus musculus,10090,29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,SNRNP70,6625,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SNRPA,6626,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SNRPA1,6627,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SNRPB,6628,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SNRPC,6631,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SNRPD2,6633,Mus musculus,10090,25111187|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SNRPD3,6634,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SNRPE,6635,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SNRPG,6637,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SNRPN,6638,Mus musculus,10090,23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,SNTA1,6640,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SNTB1,6641,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SNTB2,6645,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SNTG1,54212,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SNTG2,54221,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SNTN,132203,Mus musculus,10090,23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,SNX1,6642,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SNX10,29887,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SNX12,29934,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SNX13,23161,Mus musculus,10090,17656681|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SNX14,57231,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SNX17,9784,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SNX18,112574,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SNX19,399979,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SNX19,399979,Rattus norvegicus,10116,30012374
13463-67-7,titanium dioxide,C009495,13463-67-7,SNX20,124460,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SNX22,79856,Mus musculus,10090,29264374|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SNX24,28966,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SNX27,81609,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SNX3,8724,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SNX30,401548,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SNX32,254122,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SNX33,257364,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SNX4,8723,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SNX5,27131,Mus musculus,10090,23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,SNX6,58533,Mus musculus,10090,17656681|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SNX7,51375,Mus musculus,10090,23557971|27760801|29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,SNX8,29886,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SNX9,51429,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SOAT1,6646,Mus musculus,10090,23131501|29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,SOBP,55084,Mus musculus,10090,23557971|27760801|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SOCS1,8651,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SOCS2,8835,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SOCS3,9021,Mus musculus,10090,23557971|27760801|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SOCS4,122809,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SOCS5,9655,Mus musculus,10090,29264374|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SOCS6,9306,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SOCS7,30837,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SOD1,6647,Homo sapiens,9606,19695317
13463-67-7,titanium dioxide,C009495,13463-67-7,SOD1,6647,Mus musculus,10090,25111187|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SOD-2,172632,Caenorhabditis elegans,6239,22973466
13463-67-7,titanium dioxide,C009495,13463-67-7,SOD2,6648,Homo sapiens,9606,19695317|22973466|27060086|30910687
13463-67-7,titanium dioxide,C009495,13463-67-7,SOD2,6648,Mus musculus,10090,23557971|27760801|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SOD2,6648,Rattus norvegicus,10116,30012374|8063194
13463-67-7,titanium dioxide,C009495,13463-67-7,SOD-3,181748,Caenorhabditis elegans,6239,22973466
13463-67-7,titanium dioxide,C009495,13463-67-7,SOD3,6649,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SON,6651,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SORBS1,10580,Mus musculus,10090,23557971|29264374|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SORBS2,8470,Mus musculus,10090,23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,SORBS3,10174,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SORCS1,114815,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SORCS2,57537,Mus musculus,10090,23557971|27760801|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SORD,6652,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SORL1,6653,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SORT1,6272,Mus musculus,10090,29264374|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SOS1,6654,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SOS2,6655,Mus musculus,10090,29264374|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SOSTDC1,25928,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SOSTDC1,25928,Rattus norvegicus,10116,30012374
13463-67-7,titanium dioxide,C009495,13463-67-7,SOWAHA,134548,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SOWAHB,345079,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SOWAHD,347454,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SOX1,6656,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SOX10,6663,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SOX11,6664,Mus musculus,10090,23557971|27760801|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SOX12,6666,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SOX13,9580,Mus musculus,10090,29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,SOX14,8403,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SOX17,64321,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SOX18,54345,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SOX2,6657,Homo sapiens,9606,34973136
13463-67-7,titanium dioxide,C009495,13463-67-7,SOX2,6657,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SOX21,11166,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SOX2OT,320478,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SOX3,6658,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SOX4,6659,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SOX5,6660,Mus musculus,10090,29264374|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SOX6,55553,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SOX7,83595,Mus musculus,10090,23557971|27760801|29264374|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SOX8,30812,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SOX9,6662,Mus musculus,10090,23557971|29264374|29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SP1,6667,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SP100,6672,Mus musculus,10090,23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,SP110,3431,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SP2,6668,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SP3,6670,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SP4,6671,Mus musculus,10090,23557971|29264374|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SP5,389058,Mus musculus,10090,23557971|27760801
13463-67-7,titanium dioxide,C009495,13463-67-7,SP6,80320,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SP7,121340,Homo sapiens,9606,19464052
13463-67-7,titanium dioxide,C009495,13463-67-7,SP7,121340,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SP8,221833,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SP9,100131390,Mus musculus,10090,29264374|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SPA17,53340,Mus musculus,10090,23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,SPAAR,158376,Mus musculus,10090,27760801
13463-67-7,titanium dioxide,C009495,13463-67-7,SPACA3,124912,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SPACA6,147650,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SPACA9,11092,Mus musculus,10090,29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,SPAG1,6674,Mus musculus,10090,29264374|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SPAG16,79582,Mus musculus,10090,23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,SPAG17,200162,Mus musculus,10090,23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,SPAG4,6676,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SPAG5,10615,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SPAG5,10615,Rattus norvegicus,10116,30012374
13463-67-7,titanium dioxide,C009495,13463-67-7,SPAG6,9576,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SPAG6L,50525,Mus musculus,10090,29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,SPAG8,26206,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SPARC,6678,Mus musculus,10090,23557971|29950665
13463-67-7,titanium dioxide,C009495,13463-67-7,SPARCL1,8404,Mus musculus,10090,17656681
13463-67-7,titanium dioxide,C009495,13463-67-7,SPAST,6683,Mus musculus,10090,17656681|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SPATA1,100505741,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SPATA13,221178,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SPATA18,132671,Mus musculus,10090,23557971|29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,SPATA2,9825,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SPATA20,64847,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SPATA24,202051,Homo sapiens,9606,34973136
13463-67-7,titanium dioxide,C009495,13463-67-7,SPATA24,202051,Mus musculus,10090,23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,SPATA2L,124044,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SPATA3,130560,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SPATA32,124783,Mus musculus,10090,29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,SPATA33,124045,Mus musculus,10090,23557971|29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,SPATA5,100297992,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SPATA6,54558,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SPATA7,55812,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SPATA9,83890,Mus musculus,10090,29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,SPATS1,221409,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SPATS2,65244,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SPATS2L,26010,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SPC25,57405,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SPC25,57405,Rattus norvegicus,10116,30012374
13463-67-7,titanium dioxide,C009495,13463-67-7,SPCS1,28972,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SPCS2,9789,Mus musculus,10090,23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,SPCS3,60559,Mus musculus,10090,23557971|27760801|29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,SPDEF,25803,Homo sapiens,9606,34973136
13463-67-7,titanium dioxide,C009495,13463-67-7,SPDEF,25803,Mus musculus,10090,23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,SPDL1,54908,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SPDYA,245711,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SPECC1,92521,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SPECC1L,23384,Homo sapiens,9606,34973136
13463-67-7,titanium dioxide,C009495,13463-67-7,SPECC1L,23384,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SPEER4C1,100502967,Mus musculus,10090,29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,SPEER8-PS1,74062,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SPEER9-PS1,73949,Mus musculus,10090,29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,SPEF1,25876,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SPEG,10290,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SPEN,23013,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SPESP1,246777,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SPG11,80208,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SPG21,51324,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SPHK1,8877,Mus musculus,10090,23557971|27760801|29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SPHK2,56848,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SPI1,6688,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SPIB,6689,Mus musculus,10090,23557971|27760801
13463-67-7,titanium dioxide,C009495,13463-67-7,SPIC,121599,Mus musculus,10090,29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,SPICE1,152185,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SPIDR,23514,Mus musculus,10090,23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,SPIN2C,278240,Mus musculus,10090,29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,SPIN4,139886,Mus musculus,10090,29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,SPINK10,328971,Mus musculus,10090,29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,SPINK2,6691,Mus musculus,10090,23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,SPINK4,27290,Mus musculus,10090,23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,SPINK5,11005,Mus musculus,10090,23557971|27760801
13463-67-7,titanium dioxide,C009495,13463-67-7,SPINT1,6692,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SPINT2,10653,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SPIRE2,84501,Mus musculus,10090,29264374|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SPMIP8,374739,Mus musculus,10090,29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,SPN,6693,Mus musculus,10090,23557971|27760801|29264374|29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SPNS1,83985,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SPNS2,124976,Mus musculus,10090,29264374|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SPNS3,201305,Mus musculus,10090,29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,SPO11,23626,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SPOCK1,6695,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SPOCK3,50859,Mus musculus,10090,29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,SPON1,10418,Mus musculus,10090,23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,SPON2,10417,Mus musculus,10090,19464567|23557971|27760801
13463-67-7,titanium dioxide,C009495,13463-67-7,SPON2,10417,Rattus norvegicus,10116,30012374
13463-67-7,titanium dioxide,C009495,13463-67-7,SPOP,8405,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SPOPFM2,100043188,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SPP1,6696,Mus musculus,10090,19464567|21259345|23131501|23557971|27760801|29264374|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SPP1,6696,Rattus norvegicus,10116,30012374
13463-67-7,titanium dioxide,C009495,13463-67-7,SPPL3,121665,Mus musculus,10090,27760801|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SPR,6697,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SPRED1,161742,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SPRED2,200734,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SPRED3,399473,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SPRR1A,6698,Mus musculus,10090,27760801
13463-67-7,titanium dioxide,C009495,13463-67-7,SPRR1B,6699,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SPRR2A2,100303744,Mus musculus,10090,29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,SPRR2C,6702,Homo sapiens,9606,34973136
13463-67-7,titanium dioxide,C009495,13463-67-7,SPRR2D,6703,Mus musculus,10090,23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,SPRY1,10252,Mus musculus,10090,23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,SPRY2,10253,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SPRYD3,84926,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SPRYD4,283377,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SPSB1,80176,Mus musculus,10090,29264374|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SPSB2,84727,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SPSB4,92369,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SPTA1,6708,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SPTAN1,6709,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SPTB,6710,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SPTBN1,6711,Mus musculus,10090,17656681|23557971|27760801
13463-67-7,titanium dioxide,C009495,13463-67-7,SPTBN2,6712,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SPTBN4,57731,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SPTLC2,9517,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SPTY2D1,144108,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SPX,80763,Mus musculus,10090,29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,SPZ1,84654,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SQLE,6713,Mus musculus,10090,23557971|27760801
13463-67-7,titanium dioxide,C009495,13463-67-7,SQOR,58472,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SQSTM1,8878,Homo sapiens,9606,30273564
13463-67-7,titanium dioxide,C009495,13463-67-7,SQSTM1,8878,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SRA1,10011,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SRBD1,55133,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SRC,6714,Mus musculus,10090,29128614|29264374|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SRCIN1,80725,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SRD5A1,6715,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SRD5A2,6716,Mus musculus,10090,29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SRD5A3,79644,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SREBF1,6720,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SREBF2,6721,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SREK1,140890,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SREK1IP1,285672,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SRF,6722,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SRFBP1,153443,Mus musculus,10090,29264374|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SRGAP1,57522,Mus musculus,10090,29264374|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SRGAP2,23380,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SRGAP3,9901,Mus musculus,10090,29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SRL,6345,Mus musculus,10090,23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,SRM,6723,Mus musculus,10090,27760801|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SRP19,6728,Homo sapiens,9606,34973136
13463-67-7,titanium dioxide,C009495,13463-67-7,SRP19,6728,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SRP54A,24067,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SRP54B,665155,Mus musculus,10090,29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,SRP54C,100101806,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SRP68,6730,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SRP72,6731,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SRP9,6726,Mus musculus,10090,19464567|23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SRPK1,6732,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SRPK3,26576,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SRPRA,6734,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SRPRB,58477,Mus musculus,10090,27760801
13463-67-7,titanium dioxide,C009495,13463-67-7,SRR,63826,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SRRD,402055,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SRRM1,10250,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SRRM2,23524,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,SRRM3,222183,Mus musculus,10090,35295148
