# Input,GeneSymbol,GoTermID
mmp2,MMP2,"GO:0002218, GO:0007505, GO:0001525, GO:0034769, GO:0071711, GO:0001955, GO:0060346, GO:0003319, GO:0045216, GO:0016477, GO:0071230, GO:0071345, GO:0071392, GO:0071498, GO:0071347, GO:0034614, GO:0071492, GO:0030574, GO:0007566, GO:0003144, GO:0035987, GO:0048013, GO:0022617, GO:0030198, GO:0060325, GO:0097156, GO:0007565, GO:0021782, GO:0007507, GO:0035701, GO:0007561, GO:0046529, GO:0001957, GO:0046331, GO:0001553, GO:0001945, GO:0048246, GO:0008045, GO:0090090, GO:0007162, GO:1901202, GO:0040037, GO:2000647, GO:0045906, GO:0007424, GO:0001541, GO:0030728, GO:0001542, GO:0007567, GO:0014012, GO:0043065, GO:0030335, GO:1903378, GO:0048661, GO:0030511, GO:1904707, GO:0060740, GO:0030163, GO:0016485, GO:0006508, GO:0014823, GO:1904645, GO:0034097, GO:0051602, GO:0043627, GO:0042542, GO:0055093, GO:0001666, GO:0009612, GO:0035094, GO:0006979, GO:0032526, GO:0009410, GO:0060041, GO:0031290, GO:0048705, GO:0006929, GO:0048771, GO:0007426, GO:0035202, GO:0061450, GO:0007419, GO:0042060"
mmp8,MMP8,"GO:0071222, GO:0030574, GO:0035987, GO:0022617, GO:0030198, GO:0001503, GO:1903980, GO:0150078, GO:1903265, GO:0032760, GO:0030163, GO:0006508"
mmp9,MMP9,"GO:0006915, GO:0016477, GO:0071276, GO:0071460, GO:0071345, GO:0071347, GO:0071283, GO:0071222, GO:0071404, GO:0034614, GO:0071356, GO:0071492, GO:0030574, GO:0030199, GO:0007566, GO:0035987, GO:0048013, GO:0060429, GO:0022617, GO:0030198, GO:0033334, GO:0031101, GO:0003417, GO:0007507, GO:0035701, GO:0090594, GO:0001822, GO:0048246, GO:0030225, GO:0099564, GO:0043066, GO:2001258, GO:2000697, GO:0048147, GO:0060253, GO:2001243, GO:0001503, GO:0007567, GO:0045766, GO:0043065, GO:0043388, GO:0045742, GO:0002633, GO:0051549, GO:0002687, GO:0001934, GO:1900122, GO:0090200, GO:0031915, GO:0030511, GO:1904707, GO:0030163, GO:0006508, GO:0150077, GO:0150054, GO:1904645, GO:0009617, GO:0032355, GO:0045471, GO:0009644, GO:0055093, GO:0001666, GO:0032496, GO:0009612, GO:0035094, GO:0007584, GO:0006979, GO:0032526, GO:0034612, GO:0033189, GO:0009410, GO:0001501, GO:0048771, GO:0042060"
mpo,MPO,"GO:0006952, GO:0042742, GO:0050832, GO:0042744, GO:0002149, GO:0034374, GO:0043066, GO:0019430, GO:0002679, GO:0032094, GO:1990268, GO:0032496, GO:0009612, GO:0006979, GO:0001878"
mras,MRAS,"GO:0030036, GO:1990830, GO:0007265, GO:0007165"
msh3,MSH3,"GO:0006974, GO:0006281, GO:0043570, GO:0006298, GO:0006312, GO:0045910, GO:0051096, GO:0016447, GO:0007283"
msh6,MSH6,"GO:0006974, GO:0008340, GO:0006281, GO:0097193, GO:0008630, GO:0045190, GO:0043570, GO:0000710, GO:0006298, GO:0045910, GO:0051096, GO:0009411, GO:0016446, GO:0016447, GO:0007283"
mst1,MST1,"GO:0030282, GO:0071456, GO:0071346, GO:0006338, GO:0007566, GO:0030317, GO:0006954, GO:0060763, GO:0030879, GO:1904036, GO:0045721, GO:0043065, GO:0010628, GO:0033601, GO:0036211, GO:0006508, GO:2000479, GO:0010758, GO:0046425, GO:0007283"
mt1,MT1,"GO:0030003, GO:0071276, GO:0071247, GO:0071294, GO:0006882, GO:0010273, GO:0045926, GO:0043524, GO:0007263, GO:0046686, GO:0010043"
mt2,MT2,"GO:0001525, GO:0048143, GO:0071276, GO:0071280, GO:0036018, GO:0036016, GO:0071294, GO:0006882, GO:0006338, GO:0008340, GO:0010273, GO:0006346, GO:0043045, GO:0045926, GO:0007263, GO:0090050, GO:0002230, GO:0045089, GO:0010575, GO:0036415, GO:0009617, GO:0046686, GO:0046688, GO:0009408, GO:0010038, GO:0051597, GO:0006979, GO:0010043, GO:0031509, GO:0030488"
mt4,MT4,"GO:0030003, GO:0071276, GO:0071280, GO:0071294, GO:0006882, GO:0010273, GO:0046686"
mthfr,MTHFR,"GO:0070828, GO:0050667, GO:0009086, GO:0006555, GO:0001843, GO:0043200, GO:0051593, GO:0001666, GO:0070555, GO:0033274, GO:0009410, GO:0046500, GO:0035999, GO:0046653"
mtnr1b,MTNR1B,"GO:0071880, GO:0043010, GO:0007268, GO:0007623, GO:0042593, GO:0007186, GO:0007187, GO:0010754, GO:0051481, GO:1902260, GO:0046676, GO:0043524, GO:0051970, GO:0045906, GO:0042753, GO:0046010, GO:0051971, GO:0050796, GO:0098908"
mtor,MTOR,"GO:0043276, GO:0045176, GO:0048266, GO:0033173, GO:0055006, GO:0055013, GO:0060048, GO:0048738, GO:0030030, GO:0034198, GO:0071230, GO:0006974, GO:0071456, GO:0032869, GO:0071233, GO:1990253, GO:0061431, GO:0031670, GO:0031669, GO:0071470, GO:0009267, GO:0006338, GO:0007010, GO:0042742, GO:0048813, GO:0006207, GO:0008340, GO:0048565, GO:0032456, GO:0006112, GO:0048142, GO:0007281, GO:0051729, GO:0008406, GO:0003007, GO:0003179, GO:0006954, GO:0008286, GO:0035171, GO:0035096, GO:0007616, GO:0007040, GO:0016236, GO:0060135, GO:0048255, GO:0035264, GO:0043066, GO:0010507, GO:0070885, GO:0045792, GO:1904193, GO:1904213, GO:1905672, GO:0016242, GO:0014736, GO:1901799, GO:1900181, GO:0001933, GO:0031397, GO:0019228, GO:0051647, GO:0048709, GO:0018105, GO:0018107, GO:0016310, GO:0030838, GO:1902669, GO:0030307, GO:0061051, GO:0045793, GO:2000774, GO:1904056, GO:1904690, GO:0060999, GO:1904000, GO:0001938, GO:1904037, GO:0010718, GO:0010628, GO:0060252, GO:0045821, GO:1904197, GO:0046628, GO:0051549, GO:0010592, GO:0046889, GO:0010604, GO:0031643, GO:0010831, GO:0050769, GO:0043525, GO:0014042, GO:0010976, GO:0045429, GO:0048714, GO:1905857, GO:0050731, GO:0045860, GO:0051897, GO:0051247, GO:0001934, GO:0090070, GO:1904206, GO:0048661, GO:0051496, GO:0045887, GO:0045945, GO:1901838, GO:0045727, GO:0045948, GO:2000060, GO:0090303, GO:1903691, GO:0009791, GO:0046777, GO:0031648, GO:0006468, GO:0050821, GO:0032956, GO:2000785, GO:0010506, GO:0090335, GO:0006109, GO:0043610, GO:0001558, GO:0008361, GO:0051128, GO:1900034, GO:0042752, GO:0031998, GO:0005979, GO:0043087, GO:1904059, GO:1905671, GO:0016241, GO:0090559, GO:0031641, GO:0045670, GO:0045859, GO:0051896, GO:0051246, GO:0001932, GO:2001023, GO:0032095, GO:1901796, GO:0032006, GO:0099547, GO:0014823, GO:0043200, GO:0042220, GO:0009408, GO:0032868, GO:0007584, GO:0031667, GO:0009615, GO:0031529, GO:0043588, GO:0035176, GO:0021510, GO:0031295, GO:0007430, GO:0002296, GO:0038202, GO:0038203, GO:0031929, GO:0097700, GO:0048010, GO:0008542, GO:0050882"
mtpn,MTPN,"GO:0006584, GO:0071260, GO:0021707, GO:0045087, GO:0030182, GO:0010613, GO:0030307, GO:0010557, GO:0051092, GO:0051247, GO:0085020, GO:2000812, GO:0008361, GO:0016202, GO:0006417, GO:0043403, GO:0051146"
mtr,MTR,"GO:0008652, GO:0031103, GO:0061431, GO:0071732, GO:0009235, GO:0050667, GO:0009086, GO:0006555, GO:0032259, GO:0007399, GO:0006479, GO:0042558, GO:0048678, GO:0000096, GO:0006790, GO:0046653"
mtrr,MTRR,"GO:0008652, GO:0008150, GO:0009235, GO:0046655, GO:0043418, GO:0050667, GO:0009086, GO:1904042, GO:0050821, GO:0033353"
muc1,MUC1,"GO:0071300, GO:0030330, GO:0030855, GO:0007565, GO:0001701, GO:0031571, GO:0033629, GO:1902166, GO:0010944, GO:0045944, GO:0001666, GO:0007601"
mvk,MVK,"GO:0006081, GO:0006695, GO:0008203, GO:0019287, GO:0008299, GO:0006720, GO:0006629, GO:0050728, GO:0017148, GO:0016310, GO:0045540, GO:0006694, GO:0008202, GO:0016126, GO:0016125"
mxi1,MXI1,"GO:0001825, GO:0000122, GO:0006355, GO:0006357"
myc,MYC,"GO:1990863, GO:0006865, GO:0001783, GO:0001658, GO:0035212, GO:0008283, GO:0006879, GO:1904385, GO:1903841, GO:0071322, GO:0071409, GO:0071345, GO:1904620, GO:0006974, GO:1990859, GO:0071364, GO:0071391, GO:0044344, GO:0071378, GO:0071464, GO:0071456, GO:0032869, GO:0035457, GO:0071347, GO:1990858, GO:0031670, GO:1904628, GO:0036120, GO:1990646, GO:1904586, GO:0071300, GO:0071394, GO:0071346, GO:0034644, GO:0071466, GO:0006338, GO:0051276, GO:0050910, GO:0042023, GO:0006351, GO:0006352, GO:0009880, GO:0070371, GO:0044346, GO:0045023, GO:0000082, GO:0006006, GO:0044027, GO:0021854, GO:0007007, GO:0008286, GO:0008630, GO:0001701, GO:0046722, GO:0055088, GO:0097421, GO:0000165, GO:0042474, GO:0051450, GO:0014902, GO:0043066, GO:0051782, GO:1904036, GO:0048147, GO:0010629, GO:0046325, GO:0045656, GO:0061060, GO:0032091, GO:0032873, GO:0000122, GO:0060633, GO:0022008, GO:0001866, GO:0017126, GO:0001541, GO:0043473, GO:1904699, GO:2001235, GO:2001171, GO:0002904, GO:0043085, GO:0045787, GO:0030307, GO:0008284, GO:0045793, GO:1901857, GO:0048639, GO:0045893, GO:0050679, GO:0048146, GO:0010628, GO:0060252, GO:0045821, GO:0045927, GO:0045572, GO:1902255, GO:0002053, GO:0090096, GO:1902895, GO:0010918, GO:0040018, GO:0050769, GO:0046622, GO:1903862, GO:0014911, GO:0048661, GO:0032206, GO:0045943, GO:0045944, GO:0045945, GO:0060261, GO:0032986, GO:0016485, GO:0006848, GO:0000320, GO:0042981, GO:0010506, GO:0010564, GO:0006355, GO:0010468, GO:0007346, GO:0046620, GO:0002082, GO:1904672, GO:0032204, GO:0006357, GO:0043279, GO:0032355, GO:0045471, GO:0010332, GO:0070848, GO:0044752, GO:0009314, GO:0042594, GO:0009410, GO:0016072, GO:0035914, GO:0048705, GO:0042246, GO:0006366, GO:0006400, GO:0016055"
mycn,MYCN,"GO:0048708, GO:0048754, GO:0001502, GO:0008283, GO:0042733, GO:0048704, GO:0050673, GO:0030324, GO:0048712, GO:0010629, GO:2000378, GO:0008284, GO:0045893, GO:0050679, GO:0010628, GO:0002053, GO:1902895, GO:0043068, GO:0045944, GO:0006355, GO:0045607, GO:0006357"
myd88,MYD88,"GO:0070935, GO:0002218, GO:0019732, GO:0006915, GO:0007166, GO:0071222, GO:0071260, GO:0140052, GO:0032602, GO:0006325, GO:0006338, GO:0019221, GO:0042742, GO:0050832, GO:0050830, GO:0042832, GO:0051607, GO:0009950, GO:0009953, GO:0090557, GO:0010467, GO:0006955, GO:0002376, GO:0016064, GO:0009682, GO:0006954, GO:0090594, GO:0045087, GO:0070498, GO:0038172, GO:0032635, GO:0007254, GO:0002269, GO:0031663, GO:0010934, GO:0014004, GO:0042117, GO:0002755, GO:0022008, GO:0002283, GO:0030593, GO:0070944, GO:0006909, GO:0002804, GO:0002225, GO:0032722, GO:1900017, GO:0010628, GO:1901534, GO:0043123, GO:0032740, GO:0032731, GO:0032747, GO:0032755, GO:0032757, GO:0046330, GO:0031666, GO:0050671, GO:0060907, GO:0051092, GO:1901224, GO:1900227, GO:0048661, GO:0045944, GO:0032760, GO:0032481, GO:0042127, GO:2000338, GO:2000341, GO:0010468, GO:1901532, GO:0050727, GO:0032675, GO:1905521, GO:1902622, GO:0032680, GO:0014075, GO:0043200, GO:0045471, GO:0070555, GO:0032496, GO:0002237, GO:0002238, GO:0010046, GO:0032494, GO:0002347, GO:0009615, GO:0007165, GO:0043588, GO:0034142, GO:0034146, GO:0034158, GO:0038124, GO:0008063, GO:0007178, GO:0032640, GO:0060337, GO:0032606"
myl1,MYL1,"GO:0060048, GO:0006936, GO:0030049, GO:0007519"
mylk,MYLK,"GO:0060414, GO:0032060, GO:0071476, GO:0071277, GO:0035865, GO:0071466, GO:0042692, GO:0061061, GO:0098969, GO:0051928, GO:0030335, GO:0090303, GO:0006468, GO:0006355, GO:1900242, GO:0006939, GO:0014820"
myod1,MYOD1,"GO:0055007, GO:0030154, GO:0071392, GO:0071385, GO:0071453, GO:0009267, GO:0071356, GO:0002074, GO:0042692, GO:0042693, GO:0007517, GO:0045445, GO:0007518, GO:0007520, GO:0014904, GO:0014902, GO:0014908, GO:0035562, GO:2000818, GO:0043282, GO:0051099, GO:0045893, GO:0051149, GO:0045663, GO:1901741, GO:0048743, GO:0043415, GO:1905382, GO:0045944, GO:0006468, GO:0000381, GO:0006355, GO:0010468, GO:0043484, GO:0006357, GO:0035994, GO:0014732, GO:0035914, GO:0043503, GO:0048741, GO:0007519, GO:0043403, GO:0055002, GO:0051146, GO:0006366"
nanog,NANOG,"GO:0030036, GO:0030509, GO:0043697, GO:0030154, GO:0036018, GO:0072752, GO:0006338, GO:0043622, GO:0009790, GO:0009880, GO:0001714, GO:0001706, GO:0090504, GO:0007369, GO:0010467, GO:0008406, GO:0001710, GO:0009825, GO:1904864, GO:0030514, GO:0090090, GO:0010454, GO:0045892, GO:0042664, GO:2000737, GO:0000122, GO:0034728, GO:0008284, GO:0045893, GO:0045931, GO:2000648, GO:0045944, GO:0045595, GO:0006355, GO:0010468, GO:1905936, GO:2000035, GO:0006357, GO:1903925, GO:0032526, GO:0035019, GO:0048863, GO:0017145, GO:0019827, GO:0042246, GO:0106336"
nat2,NAT2,"GO:0048565, GO:0001666, GO:0032496, GO:0009410, GO:0006805"
ncf1,NCF1,"GO:0006968, GO:0071333, GO:0071394, GO:0042742, GO:0050832, GO:0050830, GO:0050673, GO:0050665, GO:0006954, GO:0045087, GO:0001909, GO:0006691, GO:0006742, GO:0070947, GO:0070946, GO:0006612, GO:1903409, GO:0060264, GO:0045730, GO:0002679, GO:0009617, GO:0001878, GO:0042554, GO:0006801"
ndufb8,NDUFB8,"GO:0009060, GO:0008150, GO:0006120, GO:0032981, GO:0042776, GO:1902600"
ndufs3,NDUFS3,"GO:0009060, GO:0008150, GO:0006120, GO:0032981, GO:0030308, GO:2001243, GO:0042776, GO:1902600, GO:0072593, GO:0021762"
neurod1,NEUROD1,"GO:0035881, GO:0009952, GO:0061564, GO:0043010, GO:0062139, GO:0030154, GO:0045165, GO:0071333, GO:0021549, GO:0021542, GO:0048562, GO:0031018, GO:0035883, GO:0042593, GO:0030902, GO:0048839, GO:0060119, GO:0030073, GO:0045746, GO:0046426, GO:2000675, GO:0007399, GO:0022008, GO:0006913, GO:0003326, GO:0003329, GO:0043065, GO:0045597, GO:0051091, GO:0045893, GO:0045666, GO:0045944, GO:2000679, GO:0048923, GO:0007259, GO:0031099, GO:0006355, GO:0050796, GO:0060730, GO:0045664, GO:0009749, GO:0007423, GO:0023019, GO:0006366"
nfatc2,NFATC2,"GO:0050853, GO:0008150, GO:0033173, GO:0051216, GO:0016477, GO:0071277, GO:0006974, GO:0001816, GO:0010467, GO:0140742, GO:0014904, GO:0000122, GO:1905064, GO:0030890, GO:0045893, GO:0010628, GO:1901741, GO:0045944, GO:0006355, GO:0006357, GO:0009410, GO:0006366"
nfatc4,NFATC4,"GO:0009653, GO:0031547, GO:0001569, GO:0033173, GO:0045333, GO:1904637, GO:0071285, GO:0034644, GO:0001816, GO:0048813, GO:0060429, GO:0007507, GO:0006954, GO:0008630, GO:0007616, GO:0060291, GO:0035562, GO:0050774, GO:1902894, GO:0043524, GO:0032091, GO:2000297, GO:0000122, GO:0030178, GO:0007399, GO:0051402, GO:2001235, GO:0043525, GO:0045944, GO:0032760, GO:0006355, GO:0048167, GO:0006357, GO:0060074, GO:0006366, GO:0032640, GO:0097084, GO:0035886"
nfe2l2,NFE2L2,"GO:0046223, GO:0045454, GO:1904385, GO:0071280, GO:0071498, GO:0042149, GO:0070301, GO:0071456, GO:0071499, GO:0061431, GO:0034599, GO:0071356, GO:0071466, GO:0030968, GO:0006954, GO:0140467, GO:0010667, GO:1900038, GO:2000352, GO:0110076, GO:1902037, GO:1902176, GO:1904753, GO:0036499, GO:0045766, GO:0030194, GO:0043536, GO:0045893, GO:1904294, GO:0010628, GO:0046326, GO:1903788, GO:0010976, GO:2000379, GO:0045944, GO:2000060, GO:0010499, GO:0043161, GO:0016567, GO:0072593, GO:1900407, GO:0006355, GO:0045995, GO:0010468, GO:0045088, GO:0080090, GO:2000121, GO:0006357, GO:0034976, GO:0002931, GO:0006979, GO:0009410"
nfkb1,NFKB1,"GO:0009653, GO:0140367, GO:0006915, GO:0050853, GO:1904385, GO:1990416, GO:0071322, GO:0071345, GO:1904630, GO:0071359, GO:1904632, GO:0071347, GO:0097398, GO:0071354, GO:0071222, GO:0071260, GO:0071316, GO:1901653, GO:0033554, GO:0071356, GO:0098586, GO:0032602, GO:0001816, GO:0060429, GO:0010467, GO:0007249, GO:0006954, GO:0045087, GO:0007254, GO:0048535, GO:0060056, GO:0000165, GO:0043066, GO:0010956, GO:0001818, GO:1900016, GO:0045892, GO:0010629, GO:0050728, GO:0032695, GO:0000122, GO:0010957, GO:0007399, GO:0038061, GO:0090263, GO:0010875, GO:0045893, GO:0010628, GO:1900127, GO:0010884, GO:0010744, GO:2000630, GO:0045944, GO:0060261, GO:0006355, GO:0006357, GO:0009617, GO:0046688, GO:0034097, GO:0045471, GO:0035994, GO:0006979, GO:0009410, GO:0007165, GO:0023019, GO:0006366"
nfxl1,NFXL1,"GO:0006355, GO:0006357"
ngf,NGF,"GO:0008344, GO:0048675, GO:0008283, GO:0021846, GO:0071229, GO:0007623, GO:0097192, GO:0008625, GO:0007613, GO:0050804, GO:0008285, GO:1902236, GO:0043524, GO:2000675, GO:0021675, GO:0038180, GO:0051402, GO:0030182, GO:0031175, GO:0048812, GO:0048011, GO:0007422, GO:0045773, GO:0030307, GO:0008284, GO:0048672, GO:0043388, GO:0051091, GO:0070374, GO:0010628, GO:0045666, GO:0014042, GO:0010976, GO:0051388, GO:0033138, GO:0031954, GO:0051897, GO:0001934, GO:0031398, GO:0046579, GO:2000648, GO:0006468, GO:0045664, GO:0046928, GO:0051279, GO:0051602, GO:0051384, GO:0032496, GO:0009612, GO:0035094, GO:0010193, GO:0043434, GO:0009410, GO:0062036, GO:0019233, GO:0007165, GO:0007283, GO:0007169"
nkx2-1,NKX2-1,"GO:0048646, GO:0009887, GO:0007411, GO:0007420, GO:0030154, GO:0044320, GO:0021795, GO:0021892, GO:0021895, GO:0007623, GO:0060486, GO:0031128, GO:0046545, GO:1990401, GO:0007492, GO:0060441, GO:0007631, GO:0030900, GO:0021798, GO:0021879, GO:0021877, GO:0097154, GO:0010467, GO:0021759, GO:0021766, GO:0021854, GO:1904936, GO:0033327, GO:0007626, GO:0030324, GO:0060430, GO:0042696, GO:0030336, GO:0045892, GO:0010719, GO:0000122, GO:0030512, GO:0048663, GO:0001764, GO:0048709, GO:0007389, GO:0006644, GO:0021983, GO:0042753, GO:0045893, GO:0010628, GO:0045944, GO:0002016, GO:0006355, GO:0006357, GO:0045471, GO:0009725, GO:0032496, GO:0048511, GO:0022029, GO:0021537, GO:0030878, GO:0060510"
nkx6-1,NKX6-1,"GO:0009887, GO:0030154, GO:0071345, GO:0071375, GO:0021953, GO:0031018, GO:0010255, GO:0048715, GO:0000122, GO:0022008, GO:0030182, GO:0048709, GO:0031016, GO:0003310, GO:0051091, GO:0032024, GO:0045666, GO:0048714, GO:0045944, GO:2000078, GO:0030516, GO:0006355, GO:2001222, GO:0006357, GO:0035094, GO:0009410, GO:0007224, GO:0006366, GO:0003323, GO:0003309, GO:0072560, GO:0044342"
nlrp3,NLRP3,"GO:0002526, GO:0006915, GO:0071222, GO:0071224, GO:0098586, GO:0006952, GO:0050830, GO:0051607, GO:0009595, GO:0006954, GO:0045087, GO:0032621, GO:0032611, GO:0032612, GO:0035556, GO:0002523, GO:0010934, GO:0002674, GO:0050728, GO:0032691, GO:1901223, GO:0044546, GO:0007231, GO:0002221, GO:0002720, GO:0050729, GO:0032736, GO:0032731, GO:0032753, GO:0032754, GO:0051092, GO:1901224, GO:0140639, GO:2000321, GO:2000553, GO:0045630, GO:0045944, GO:0002830, GO:0051260, GO:0051604, GO:0070269, GO:0050855, GO:0050727, GO:2000401, GO:0043067, GO:0045471, GO:0007165"
nme2,NME2,"GO:0007189, GO:0007155, GO:0071398, GO:0071333, GO:0034599, GO:0006241, GO:0006231, GO:0006183, GO:0007229, GO:0043066, GO:0002762, GO:0009142, GO:0000160, GO:0045893, GO:0050679, GO:0045618, GO:0010976, GO:0045944, GO:0046777, GO:0042981, GO:0045682, GO:0060416, GO:0006228"
nono,NONO,"GO:0002218, GO:1904385, GO:0071456, GO:0007417, GO:0007623, GO:0006310, GO:0006281, GO:0045087, GO:1990575, GO:0006397, GO:0043066, GO:0045892, GO:1903377, GO:0071599, GO:0042752, GO:0006355, GO:0008380, GO:0061053"
nos2,NOS2,"GO:0006527, GO:0001974, GO:0045454, GO:0071345, GO:0071347, GO:0071222, GO:0071285, GO:0071461, GO:0071356, GO:0071346, GO:0071305, GO:0071466, GO:0019934, GO:0007623, GO:0042742, GO:0050829, GO:0001935, GO:0038096, GO:0016137, GO:0007199, GO:0006954, GO:0002227, GO:0035556, GO:0010629, GO:0042177, GO:0006809, GO:0018119, GO:0043065, GO:0032755, GO:0032757, GO:0051712, GO:0001912, GO:0032310, GO:0008217, GO:0042127, GO:0043457, GO:1900015, GO:0050796, GO:0014823, GO:0009617, GO:0071548, GO:0032355, GO:0009750, GO:0009749, GO:0009725, GO:0001666, GO:0035902, GO:0032496, GO:0009612, GO:0090649, GO:0034612, GO:0048384, GO:0006801"
nos3,NOS3,"GO:0001525, GO:0003180, GO:0006527, GO:0097746, GO:0001974, GO:0060348, GO:0006816, GO:0045454, GO:0071320, GO:0071363, GO:0034605, GO:0071403, GO:0032869, GO:0071404, GO:0071286, GO:0071260, GO:1904648, GO:0071560, GO:0071356, GO:0003203, GO:0043542, GO:0051649, GO:0007565, GO:0048873, GO:0001701, GO:0031663, GO:0030324, GO:0007005, GO:0070168, GO:0051926, GO:0008285, GO:1902042, GO:0051346, GO:0014740, GO:0010544, GO:0043267, GO:0048662, GO:0006809, GO:0046209, GO:0001542, GO:0045766, GO:0043065, GO:0043536, GO:0010628, GO:0031284, GO:0045747, GO:0006813, GO:0003184, GO:0008217, GO:0031644, GO:0002028, GO:0003100, GO:0003057, GO:0019430, GO:0014823, GO:0043200, GO:0048678, GO:0009743, GO:0051412, GO:0034097, GO:0036017, GO:0032355, GO:0045471, GO:0034405, GO:0009750, GO:0009408, GO:0055093, GO:0001666, GO:1901654, GO:1903576, GO:0010288, GO:0032496, GO:0071000, GO:0009612, GO:0046689, GO:0010038, GO:0035094, GO:0031667, GO:1901652, GO:0043434, GO:1902074, GO:1990478, GO:0009410, GO:0060041, GO:0014806, GO:0046146, GO:0042311, GO:0060412"
notch1,NOTCH1,"GO:0042640, GO:0001525, GO:0031100, GO:0003180, GO:0006915, GO:1902263, GO:0060842, GO:0048708, GO:0003162, GO:0003181, GO:0009912, GO:0007411, GO:0007409, GO:0048754, GO:0017156, GO:0003209, GO:0003207, GO:0060317, GO:0003214, GO:0060379, GO:0060038, GO:0055008, GO:0003213, GO:0003219, GO:0060411, GO:0060948, GO:0003208, GO:0030154, GO:0021515, GO:0003273, GO:0008283, GO:0071372, GO:0071456, GO:0071228, GO:0035924, GO:0021953, GO:0099565, GO:0060271, GO:0072044, GO:0007386, GO:0060982, GO:0003182, GO:0003169, GO:0007368, GO:0072017, GO:0035116, GO:0030326, GO:0060956, GO:0003197, GO:0003203, GO:0003157, GO:0003160, GO:0007492, GO:0009957, GO:0008544, GO:0072148, GO:0050673, GO:0001837, GO:0003198, GO:0045197, GO:0030900, GO:0007440, GO:0010467, GO:0010001, GO:0072144, GO:0003241, GO:0031069, GO:0007507, GO:0001947, GO:0061384, GO:0007157, GO:0048873, GO:0006959, GO:0006955, GO:0002437, GO:0002085, GO:0097400, GO:0032633, GO:0001701, GO:0030216, GO:0070986, GO:0001889, GO:0030324, GO:0001554, GO:0014031, GO:0003192, GO:0007275, GO:2000811, GO:0070168, GO:0030514, GO:0045955, GO:0090090, GO:0010667, GO:0010614, GO:0043086, GO:0060354, GO:2000048, GO:0090051, GO:0008285, GO:0003252, GO:0010812, GO:0120163, GO:0032966, GO:0045892, GO:2001027, GO:0050680, GO:0003332, GO:0010629, GO:0060253, GO:0045608, GO:0045662, GO:0010832, GO:0050768, GO:0045665, GO:0048715, GO:0030279, GO:0045668, GO:0046533, GO:2000974, GO:0043069, GO:2000737, GO:0000122, GO:0021915, GO:0061101, GO:0097150, GO:0030182, GO:0048663, GO:0061314, GO:0007219, GO:0003270, GO:0048709, GO:0002051, GO:0003151, GO:0003344, GO:1903849, GO:0043065, GO:1902339, GO:0048711, GO:0030513, GO:0062043, GO:0060045, GO:0030335, GO:0008284, GO:0045893, GO:0045603, GO:1901189, GO:0050679, GO:0010718, GO:0070374, GO:0010628, GO:0045687, GO:0045618, GO:0002052, GO:0045747, GO:0046579, GO:0046427, GO:0051152, GO:0045944, GO:0007221, GO:0045070, GO:0050434, GO:0060740, GO:0030163, GO:0006606, GO:0003184, GO:0003264, GO:0061344, GO:0030334, GO:0042127, GO:0050793, GO:0006355, GO:0050678, GO:0060768, GO:1901201, GO:0010468, GO:0045607, GO:0050767, GO:0008593, GO:0098962, GO:0014807, GO:0072091, GO:0006357, GO:0032496, GO:0032495, GO:0042670, GO:0060528, GO:0035914, GO:0048103, GO:0007283, GO:0002040, GO:0072538, GO:0042246, GO:0006366, GO:0035148, GO:0060979, GO:0048845, GO:0060843, GO:0060412, GO:0003222"
